Name,Year,Genre,Platform,Publisher,Global_Sales
Spyborgs,2009.0,Action,Wii,Capcom,0.11
American Girl: Julie Finds a Way,2007.0,Adventure,DS,THQ,0.11
Contra Advance: The Alien Wars EX,2002.0,Shooter,GBA,Konami Digital Entertainment,0.11
Jikkyou Powerful Pro Baseball 2016,2016.0,Sports,PS3,Konami Digital Entertainment,0.11
The History Channel: Battle for the Pacific,2007.0,Shooter,Wii,Activision,0.11
18 Wheels of Steel: Extreme Trucker 2,2011.0,Racing,PC,Rondomedia,0.11
Happy Feet Two,2011.0,Action,3DS,Warner Bros. Interactive Entertainment,0.11
Army Men: RTS,2002.0,Strategy,PS2,3DO,0.11
Mobile Suit Gundam: MS Sensen 0079,2007.0,Simulation,Wii,Namco Bandai Games,0.11
Pinball Hall of Fame: The Williams Collection,2008.0,Misc,PSP,System 3 Arcade Software,0.11
Space Chimps,2008.0,Platform,X360,Brash Entertainment,0.11
The Spiderwick Chronicles,2008.0,Action,X360,Vivendi Games,0.11
Project CARS,2015.0,Racing,PC,Slightly Mad Studios,0.11
Green Lantern: Rise of the Manhunters,2011.0,Action,DS,Warner Bros. Interactive Entertainment,0.11
Eragon,2006.0,Action,PSP,Vivendi Games,0.11
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,2011.0,Adventure,PS3,THQ,0.11
Guitar Rock Tour,2007.0,Misc,DS,Gameloft,0.11
Mortal Kombat: Deception,2005.0,Fighting,GC,Midway Games,0.11
ESPN NHL Hockey,2003.0,Sports,XB,Sega,0.11
Monster Lab,2008.0,Role-Playing,PS2,Eidos Interactive,0.11
XXX,2002.0,Action,GBA,Activision,0.11
Machinarium,2009.0,Adventure,PC,Daedalic,0.11
The Smurfs 2,2013.0,Platform,PS3,Ubisoft,0.11
Maximum Force,1997.0,Shooter,PS,GT Interactive,0.11
NCIS 3D,2011.0,Adventure,3DS,Ubisoft,0.11
Worms Forts: Under Siege,2004.0,Strategy,PS2,Acclaim Entertainment,0.11
Alvin and the Chipmunks: Chipwrecked,2011.0,Misc,DS,505 Games,0.11
Totally Spies! Totally Party,2008.0,Misc,Wii,Ubisoft,0.11
Smash Court Tennis 3,2007.0,Sports,X360,Atari,0.11
ATV Quad Kings,2010.0,Racing,DS,Storm City Games,0.11
Naruto Shippuden: Naruto vs. Sasuke,2008.0,Action,DS,Takara Tomy,0.11
DualPenSports,2011.0,Sports,3DS,Namco Bandai Games,0.11
Project: Snowblind,2005.0,Action,XB,Eidos Interactive,0.11
Astro Boy: The Video Game,2009.0,Action,PS2,D3Publisher,0.11
HOP,2011.0,Platform,DS,505 Games,0.11
Brave Story: New Traveler (US sales),2006.0,Role-Playing,PSP,Sony Computer Entertainment,0.11
Disney's Extreme Skate Adventure,2003.0,Sports,XB,Activision,0.11
Tales of Phantasia (PS1 & PSP Versions),2006.0,Role-Playing,PSP,Namco Bandai Games,0.11
Kouchuu Ouja Mushi King: Super Collection,2007.0,Action,DS,Sega,0.11
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,2003.0,Action,GC,THQ,0.11
Pac-Man World 2,2005.0,Action,GBA,Zoo Digital Publishing,0.11
Yoostar2,2011.0,Misc,PS3,Unknown,0.11
Avatar: The Last Airbender,2006.0,Adventure,PSP,THQ,0.11
Odama,2006.0,Misc,GC,Nintendo,0.11
Karaoke Revolution Presents American Idol Encore,2008.0,Misc,X360,Konami Digital Entertainment,0.11
FlatOut: Ultimate Carnage,2007.0,Racing,X360,Empire Interactive,0.11
Mobile Light Force 2,2002.0,Shooter,PS2,Taito,0.11
Naval Ops: Warship Gunner,2003.0,Simulation,PS2,Tecmo Koei,0.11
Soma Bringer,2008.0,Role-Playing,DS,Nintendo,0.11
"Sesame Street: Ready, Set, Grover!",2011.0,Misc,Wii,Warner Bros. Interactive Entertainment,0.11
Shin Sangoku Musou 6 Special,2011.0,Action,PSP,Tecmo Koei,0.11
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,2011.0,Action,X360,THQ,0.11
Go! Sudoku (JP sales),2005.0,Puzzle,PSP,Sony Computer Entertainment,0.11
EA Replay,2006.0,Action,PSP,Electronic Arts,0.11
Paws & Claws Pet Vet: Australian Adventures,2009.0,Simulation,DS,THQ,0.11
Bionicle Heroes,2006.0,Shooter,GC,Eidos Interactive,0.11
Trauma Center: Under the Knife 2,2008.0,Simulation,DS,Atlus,0.11
Puss in Boots,2011.0,Action,DS,THQ,0.11
Split/Second,2010.0,Racing,PSP,Disney Interactive Studios,0.11
The Croods: Prehistoric Party!,2013.0,Misc,Wii,D3Publisher,0.11
The King of Fighters 2000/2001,2003.0,Fighting,PS2,Ignition Entertainment,0.11
Lunacy,1996.0,Adventure,SAT,Sega,0.11
Batman & Robin,1998.0,Action,PS,Acclaim Entertainment,0.11
Snowboard Kids 2,1999.0,Sports,N64,Atlus,0.11
Tonic Trouble,1999.0,Platform,N64,Ubisoft,0.11
Nuclear Strike 64,1999.0,Simulation,N64,THQ,0.11
Chameleon Twist,1997.0,Platform,N64,Sunsoft,0.11
Top Gear Rally 2,1999.0,Racing,N64,Kemco,0.11
Chopper Attack,1997.0,Action,N64,GT Interactive,0.11
Vigilante 8: 2nd Offense,2000.0,Racing,N64,Activision,0.11
Fighting Force 64,1999.0,Action,N64,Crave Entertainment,0.11
Thief (2014),2014.0,Action,PC,Square Enix,0.11
Rock Band: Metal Track Pack,2009.0,Misc,Wii,MTV Games,0.11
Pac-Man and the Ghostly Adventures 2,2014.0,Adventure,PS3,Namco Bandai Games,0.11
BlazBlue: Calamity Trigger Portable,2010.0,Fighting,PSP,PQube,0.11
Night at the Museum: Battle of the Smithsonian,2009.0,Action,X360,Majesco Entertainment,0.11
Street Fighter Collection,1996.0,Fighting,SAT,Capcom,0.11
Ninja Assault,2002.0,Shooter,PS2,Namco Bandai Games,0.11
Tales of Berseria,2016.0,Role-Playing,PS3,Namco Bandai Games,0.11
Samurai Warriors 4,2014.0,Action,PSV,Tecmo Koei,0.11
GunGriffon Blaze,2000.0,Simulation,PS2,Swing! Entertainment,0.11
Higurashi no Naku Koro ni Matsuri,2007.0,Adventure,PS2,Alchemist,0.11
Frontier Gate,2011.0,Role-Playing,PSP,Konami Digital Entertainment,0.11
Transformers: Devastation,2015.0,Action,PS3,Activision,0.11
Top Angler: Real Bass Fishing,2002.0,Sports,PS2,Xicat Interactive,0.11
Gabrielle's Ghostly Groove 3D,2011.0,Adventure,3DS,Funbox Media,0.11
Michael Phelps: Push the Limit,2011.0,Sports,X360,505 Games,0.11
Breakout,1999.0,Puzzle,PS,Hasbro Interactive,0.11
Frogger: Helmet Chaos,2005.0,Platform,PSP,Konami Digital Entertainment,0.11
AKB48+Me,2012.0,Action,3DS,Unknown,0.11
Touch Detective 2 1/2,2007.0,Adventure,DS,505 Games,0.11
Alias,2004.0,Action,PS2,Acclaim Entertainment,0.11
Planet 51,2009.0,Action,X360,Sega,0.11
Call of Juarez: The Cartel,2011.0,Shooter,PC,Ubisoft,0.11
Sakura Taisen Hanagumi Tsuushin,1997.0,Misc,SAT,Sega,0.11
Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,2004.0,Adventure,GBA,Nintendo,0.11
Tornado Outbreak,2009.0,Action,Wii,Konami Digital Entertainment,0.11
Pimp My Ride,2006.0,Racing,X360,Activision,0.11
Michael Jackson: The Experience,2011.0,Misc,PSV,Ubisoft,0.11
Astro Boy: The Video Game,2009.0,Action,Wii,D3Publisher,0.11
Outlaw Golf: Nine Holes of Christmas,2002.0,Sports,XB,Simon & Schuster Interactive,0.11
NHL Rivals 2004,2003.0,Sports,XB,Microsoft Game Studios,0.11
X-Men: Next Dimension,2002.0,Fighting,XB,Activision,0.11
Tyco RC: Assault with a Battery,1999.0,Racing,PS,Syscom,0.11
Felony 11-79,1997.0,Racing,PS,ASCII Entertainment,0.11
Terraria,2013.0,Action,PSV,Screenlife,0.11
Classic Road,1993.0,Sports,SNES,Victor Interactive,0.11
Bust-A-Move DS,2005.0,Puzzle,DS,505 Games,0.11
Nicktoons: Unite!,2006.0,Adventure,DS,THQ,0.11
SimAnimals Africa,2009.0,Simulation,DS,Electronic Arts,0.11
Death Jr.: Root of Evil,2008.0,Platform,Wii,Eidos Interactive,0.11
One Piece: Burning Blood,2016.0,Fighting,PSV,Namco Bandai Games,0.11
Panzer Dragoon Saga,1997.0,Role-Playing,SAT,Sega,0.11
Sonic Generations,2011.0,Platform,PC,Sega,0.11
Mushroom Men: Rise of the Fungi,2008.0,Action,DS,SouthPeak Games,0.11
Shining Ark,2013.0,Role-Playing,PSP,Sega,0.11
The Scorpion King: Rise of the Akkadian,2002.0,Action,GC,Universal Interactive,0.11
Backyard Baseball '10,2009.0,Sports,Wii,Atari,0.11
Transformers: Beast Wars Transmetals,2000.0,Fighting,PS,BAM! Entertainment,0.11
Animal Planet: Vet Life,2009.0,Simulation,DS,Activision,0.11
My Little Sister Can't Be This Cute Portable,2012.0,Action,PSP,Namco Bandai Games,0.11
Silly Bandz: Play The Craze,2010.0,Puzzle,DS,Deep Silver,0.11
Charlie and the Chocolate Factory,2005.0,Adventure,XB,Global Star,0.11
Constantine,2005.0,Action,PS2,SCi,0.11
Where the Wild Things Are,2009.0,Platform,PS3,Warner Bros. Interactive Entertainment,0.11
Dynasty Tactics 2,2003.0,Strategy,PS2,Tecmo Koei,0.11
Real World Golf,2005.0,Sports,PS2,Valcon Games,0.11
Winter Heat,1996.0,Sports,SAT,Sega,0.11
Ty the Tasmanian Tiger 2: Bush Rescue,2004.0,Platform,XB,Electronic Arts,0.11
Digimon Story: Cyber Sleuth,2016.0,Role-Playing,PS4,Namco Bandai Games,0.11
JU-ON: The Grudge,2009.0,Action,Wii,Rising Star Games,0.11
Defender,2002.0,Misc,GC,Midway Games,0.11
Deca Sports DS,2009.0,Sports,DS,Hudson Soft,0.11
The Polar Express,2004.0,Adventure,GC,THQ,0.11
BMX XXX,2002.0,Sports,XB,Acclaim Entertainment,0.11
ATV: Quad Frenzy,2005.0,Racing,DS,Majesco Entertainment,0.11
Akiba's Trip: Undead & Undressed,2013.0,Action,PS3,Nippon Ichi Software,0.11
Backyard NFL Football '10,2009.0,Sports,X360,Atari,0.11
The Godfather: Mob Wars,2006.0,Action,PSP,Electronic Arts,0.11
Lady Sia,2001.0,Platform,GBA,TDK Mediactive,0.11
Rock Band: Metal Track Pack,2009.0,Misc,PS2,MTV Games,0.11
Rocky Balboa,2007.0,Sports,PSP,Ubisoft,0.11
The Lord of the Rings: Conquest,2009.0,Action,DS,Electronic Arts,0.11
PriPara Mezase! Idol Grand Prix No.1!,2015.0,Misc,3DS,Takara Tomy,0.11
National Geographic Challenge!,2011.0,Misc,Wii,Black Bean Games,0.11
Robotech: Invasion,2004.0,Shooter,PS2,Global Star,0.11
Hole in the Wall: Deluxe Edition,2011.0,Misc,X360,Ubisoft,0.11
Dr. Seuss' The Cat in the Hat,2003.0,Misc,XB,Vivendi Games,0.11
Rogue Warrior,2009.0,Shooter,X360,Bethesda Softworks,0.11
Irozuki Tingle no Koi no Balloon Trip,2009.0,Adventure,DS,Nintendo,0.11
Master of the Monster Lair,2007.0,Role-Playing,DS,Rising Star Games,0.11
Hellboy: The Science of Evil,2008.0,Action,X360,Konami Digital Entertainment,0.11
Murdered: Soul Suspect,2014.0,Action,X360,Square Enix,0.11
X-Men: Destiny,2011.0,Action,Wii,Activision,0.11
Starsky & Hutch,2003.0,Racing,GC,BAM! Entertainment,0.11
Final Fantasy I & II,1994.0,Role-Playing,NES,Square,0.11
Rugby 15,2015.0,Sports,PS4,Bigben Interactive,0.11
Langrisser IV,1997.0,Strategy,SAT,NCS,0.11
FoxKids.com Micro Maniacs Racing,2000.0,Racing,PS,Codemasters,0.11
Cats & Dogs: The Revenge of Kitty Galore,2010.0,Action,DS,505 Games,0.11
Hexen: Beyond Heretic,1997.0,Shooter,PS,GT Interactive,0.11
Arcade Party Pak,1999.0,Misc,PS,Midway Games,0.11
Kotoba no Puzzle: Mojipittan Daijiten,2004.0,Puzzle,PSP,Namco Bandai Games,0.11
Yamaha Supercross,2009.0,Racing,DS,Zoo Digital Publishing,0.11
Picross 3D 2,2015.0,Puzzle,3DS,Nintendo,0.11
Hitman Trilogy,2007.0,Action,PS2,Eidos Interactive,0.11
Dragon Quest & Final Fantasy in Itadaki Street Portable,2006.0,Misc,PSP,Square Enix,0.11
Tetris Evolution,2007.0,Puzzle,X360,THQ,0.11
Patapon 2,2008.0,Misc,PSP,Sony Computer Entertainment,0.11
Cabela's Adventure Camp,2011.0,Misc,PS3,Activision,0.11
Attack of the Movies 3D,2010.0,Shooter,Wii,Majesco Entertainment,0.11
Railroad Tycoon II,1999.0,Strategy,PS,PopTop Software,0.11
Angry Birds Star Wars,2013.0,Strategy,WiiU,Activision,0.11
Hysteria Hospital: Emergency Ward,2009.0,Action,DS,Oxygen Interactive,0.11
The Cheetah Girls: Pop Star Sensations,2007.0,Misc,DS,Disney Interactive Studios,0.11
Transformer: Rise of the Dark Spark,2014.0,Action,XOne,Activision,0.11
Kirarin * Revolution: Kira Kira Idol Audition,2006.0,Simulation,DS,Konami Digital Entertainment,0.11
Ranma 1/2: Akanekodan Teki Hihou,1993.0,Role-Playing,SNES,TOHO,0.11
The BIGS,2007.0,Sports,PSP,Take-Two Interactive,0.11
Blades of Time,2012.0,Action,X360,Konami Digital Entertainment,0.11
My Boyfriend,2008.0,Simulation,DS,DTP Entertainment,0.11
Scribblenauts Unmasked: A DC Comics Adventure,2013.0,Puzzle,WiiU,Warner Bros. Interactive Entertainment,0.11
Victory Zone,1995.0,Misc,PS,Sony Computer Entertainment,0.11
Rengoku: The Tower of Purgatory,2005.0,Action,PSP,Konami Digital Entertainment,0.11
Goal Storm '97,1996.0,Sports,PS,Konami Digital Entertainment,0.11
Paws & Claws: Pet Resort,2009.0,Simulation,Wii,THQ,0.11
Dynasty Warriors Advance,2005.0,Action,GBA,Nintendo,0.11
Pachi-Slot Aruze Oukoku 3,2000.0,Misc,PS,Aruze Corp,0.11
Science Papa,2009.0,Misc,DS,Activision,0.11
Tournament Pool,2009.0,Sports,Wii,Destineer,0.11
Cabela's North American Adventures,2010.0,Sports,X360,Activision,0.11
Aqua Aqua,2000.0,Puzzle,PS2,3DO,0.11
Viewtiful Joe: Double Trouble!,2005.0,Action,DS,Capcom,0.11
Tom Clancy's Splinter Cell: Conviction,2010.0,Action,PC,Ubisoft,0.11
Mega Man Zero 4,2005.0,Platform,GBA,Capcom,0.11
Black Bass with Blue Marlin,1999.0,Sports,PS,Starfish,0.11
Mega Man Battle Network 5: Double Team DS (JP sales),2005.0,Role-Playing,DS,Nintendo,0.11
Utawarerumono: Chiriyukusha e no Komoriuta,2006.0,Adventure,PS2,Aqua Plus,0.11
Hyper Formation Soccer,1995.0,Sports,PS,Human Entertainment,0.11
Tiger Woods PGA Tour 06,2005.0,Sports,GC,Electronic Arts,0.11
Jupiter Strike,1994.0,Shooter,PS,Acclaim Entertainment,0.11
Sudokuro,2007.0,Puzzle,DS,Crave Entertainment,0.11
BlazBlue: Continuum Shift II,2011.0,Fighting,3DS,PQube,0.11
Saigo no Yakusoku no Monogatari,2011.0,Role-Playing,PSP,Unknown,0.11
The Book of Unwritten Tales,2009.0,Adventure,PC,HMH Interactive,0.11
Metal Gear Solid Integral,1999.0,Adventure,PS,Konami Digital Entertainment,0.11
Naruto Shippuden 3D: The New Era,2011.0,Action,3DS,505 Games,0.11
FIFA World Cup Germany 2006,2006.0,Sports,PSP,Electronic Arts,0.11
Lego Star Wars: The Force Awakens,2016.0,Action,X360,Warner Bros. Interactive Entertainment,0.11
Reign of Fire,2002.0,Shooter,GC,BAM! Entertainment,0.11
Rock Band Track Pack: Classic Rock,2009.0,Misc,PS3,MTV Games,0.11
Rock Revolution,2008.0,Misc,DS,Konami Digital Entertainment,0.11
Big League Sports: Summer,2009.0,Sports,DS,Activision,0.11
Tom Clancy's HAWX 2,2010.0,Action,Wii,Ubisoft,0.11
Sakura Wars,2000.0,Adventure,DC,Sega,0.11
Jampack Volume 14 (RP-T),2006.0,Misc,PS2,Sony Computer Entertainment,0.11
Pro Yakyuu Team o Tsukurou! 2,2009.0,Sports,DS,Sega,0.11
Mace Griffin: Bounty Hunter,2003.0,Shooter,XB,Electronic Arts,0.11
Martian Gothic: Unification,2001.0,Adventure,PS,Take-Two Interactive,0.11
Woody Woodpecker Racing,1999.0,Racing,PS,Konami Digital Entertainment,0.11
Final Fantasy XII International Zodiac Job System,2007.0,Role-Playing,PS2,Square Enix,0.11
Barbie in The 12 Dancing Princesses,2007.0,Adventure,DS,Activision,0.11
Fight Club,2004.0,Fighting,XB,Vivendi Games,0.11
Carnage Heart,1995.0,Strategy,PS,Sony Computer Entertainment,0.11
"Grand Theft Auto: Mission Pack #1, London 1969",1998.0,Adventure,PS,Take-Two Interactive,0.11
Kamen Rider: Climax Heroes,2009.0,Fighting,PS2,Namco Bandai Games,0.11
Robotics;Notes,2012.0,Adventure,PS3,5pb,0.11
Total Immersion Racing,2002.0,Racing,PS2,Empire Interactive,0.11
Virtual Hydlide,1995.0,Role-Playing,SAT,Sega,0.11
World Series of Poker: Tournament of Champions 2007 Edition,2006.0,Misc,PSP,Activision,0.11
Tales of the World: Reve Unitia,2014.0,Role-Playing,3DS,Namco Bandai Games,0.11
Karaoke Revolution,2009.0,Misc,PS3,Konami Digital Entertainment,0.11
Warriors Orochi 3,2012.0,Action,PSP,Ubisoft Annecy,0.11
The Bachelor: The Videogame,2010.0,Misc,Wii,Warner Bros. Interactive Entertainment,0.11
Space Invaders,2002.0,Shooter,GBA,Activision,0.11
BlazBlue: Chrono Phantasma,2014.0,Fighting,PSV,Arc System Works,0.11
Digimon Digital Card Battle,1999.0,Strategy,PS,Namco Bandai Games,0.11
Toukiden 2,2016.0,Action,PSV,Tecmo Koei,0.11
Earth Defense Force 2: Invaders from Planet Space,2014.0,Action,PSV,Xseed Games,0.11
Kuroko's Basketball: Miracle Game,2012.0,Sports,PSP,Namco Bandai Games,0.11
Dreamer Series: Top Model,2009.0,Simulation,DS,DreamCatcher Interactive,0.11
Jikkyou Powerful Pro Yakyuu 13 Ketteiban,2006.0,Sports,PS2,Konami Digital Entertainment,0.11
Shovel Knight,2015.0,Platform,WiiU,Yacht Club Games,0.11
Yuusha no Kuse ni Namaikida Or 3D,2010.0,Strategy,PSP,Sony Computer Entertainment,0.11
The First Templar,2011.0,Action,X360,Kalypso Media,0.11
X-Men: The Official Game,2006.0,Action,DS,Activision,0.11
Dead to Rights II,2005.0,Shooter,XB,Electronic Arts,0.11
Petz Fashion: Dogz & Catz,2009.0,Simulation,DS,Ubisoft,0.11
Project: Horned Owl,1995.0,Shooter,PS,Sony Computer Entertainment,0.11
Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,2012.0,Action,PSP,Namco Bandai Games,0.11
Child of Light,2014.0,Role-Playing,PSV,Ubisoft,0.11
SingStar Guitar,2010.0,Misc,PS3,Sony Computer Entertainment,0.11
Dragon Ball Z Super Gokuden: Kakusei-Hen,1995.0,Role-Playing,SNES,Namco Bandai Games,0.11
Help Wanted: 50 Wacky Jobs,2008.0,Simulation,Wii,Hudson Soft,0.11
Busou Shinki: Battle Masters Mk. 2,2011.0,Action,PSP,Konami Digital Entertainment,0.11
Cabela's Dangerous Hunts 2,2005.0,Sports,XB,Activision,0.11
Fairy Tail: Portable Guild,2010.0,Fighting,PSP,Konami Digital Entertainment,0.11
Champion Jockey: G1 Jockey & Gallop Racer,2011.0,Sports,Wii,Tecmo Koei,0.11
SimCity 2000,2003.0,Simulation,GBA,Zoo Digital Publishing,0.11
Brunswick Circuit Pro Bowling 2,2000.0,Sports,PS,THQ,0.11
D,1995.0,Adventure,PS,Acclaim Entertainment,0.11
Winning Eleven: Pro Evolution Soccer 2007,2006.0,Sports,X360,Konami Digital Entertainment,0.1
Ennichi no Tatsujin,2006.0,Misc,Wii,Namco Bandai Games,0.1
Squinkies 2: Adventure Mall Surprize!,2011.0,Platform,DS,Activision,0.1
Wizardry VI: Bane of the Cosmic Forge,1995.0,Role-Playing,SNES,ASCII Entertainment,0.1
Power Pocket Koushien,2005.0,Sports,DS,Konami Digital Entertainment,0.1
Gravity Games Bike: Street Vert Dirt,2002.0,Sports,PS2,Midway Games,0.1
Contact,2006.0,Role-Playing,DS,Rising Star Games,0.1
Pro Yaky? Spirits 2010,2010.0,Sports,PS2,Konami Digital Entertainment,0.1
Princess Debut,2008.0,Misc,DS,Cave,0.1
My First Dollhouse,2010.0,Misc,DS,505 Games,0.1
Cloudy With a Chance of Meatballs,2009.0,Platform,PS3,Ubisoft,0.1
Family Party: 30 Great Games,2008.0,Misc,Wii,D3Publisher,0.1
Top Spin,2005.0,Sports,PS2,Take-Two Interactive,0.1
Derby Stallion P,2006.0,Sports,PSP,Enterbrain,0.1
Kenka Bancho Bros: Tokyo Battle Royale,2012.0,Action,PSP,Spike,0.1
UFC: Tapout 2,2003.0,Fighting,XB,Capcom,0.1
Adventure Time: Finn & Jake Investigations,2015.0,Action,PS3,Little Orbit,0.1
Kamen Rider: Battride War II,2014.0,Action,PS3,Namco Bandai Games,0.1
Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,2007.0,Simulation,DS,Konami Digital Entertainment,0.1
Thrillville: Off the Rails,2007.0,Strategy,PSP,LucasArts,0.1
Imagine: Soccer Captain,2009.0,Sports,DS,Ubisoft,0.1
Jikkyou Powerful Pro Yakyuu 10,2003.0,Sports,GC,Konami Digital Entertainment,0.1
Vexx,2003.0,Platform,XB,Acclaim Entertainment,0.1
F1 Career Challenge,2003.0,Racing,PS2,Electronic Arts,0.1
Taiko no Tatsujin: V Version,2015.0,Action,PSV,Namco Bandai Games,0.1
Pariah,2005.0,Action,XB,Hip Interactive,0.1
Cabela's Outdoor Adventures,2005.0,Sports,XB,Zoo Digital Publishing,0.1
Agatha Christie: The ABC Murders,2009.0,Adventure,DS,JoWood Productions,0.1
Metal Slug 3,2004.0,Shooter,XB,Ignition Entertainment,0.1
The Smurfs 2,2013.0,Platform,Wii,Ubisoft,0.1
Motocross Mania 3,2004.0,Racing,PS2,Take-Two Interactive,0.1
Fatal Frame 2: Wii Edition,2012.0,Action,Wii,Nintendo,0.1
Dancing on Ice,2010.0,Sports,Wii,Ghostlight,0.1
Pro Yakyuu Famista DS 2009,2009.0,Sports,DS,Namco Bandai Games,0.1
Banjo-Pilot,2005.0,Racing,GBA,THQ,0.1
Family Feud: 2012 Edition,2011.0,Misc,X360,Ubisoft,0.1
Gallop Racer 2006,2005.0,Sports,PS2,Tecmo Koei,0.1
Army Corps of Hell,2011.0,Action,PSV,Square Enix,0.1
Frogger: Ancient Shadow,2005.0,Platform,PS2,Konami Digital Entertainment,0.1
Digimon Story: Lost Evolution,2010.0,Role-Playing,DS,Namco Bandai Games,0.1
Exit DS,2008.0,Puzzle,DS,Square Enix,0.1
Ski-Doo Snowmobile Challenge,2009.0,Racing,PS3,PQube,0.1
Universe at War: Earth Assault,2008.0,Action,X360,Sega,0.1
Despicable Me: The Game,2010.0,Platform,PS2,D3Publisher,0.1
Metal Arms: Glitch in the System,2003.0,Shooter,GC,Vivendi Games,0.1
The Whispered World,2009.0,Adventure,PC,Deep Silver,0.1
Tom Clancy's Splinter Cell: Chaos Theory,2005.0,Action,GC,Ubisoft,0.1
Learn Chess,2009.0,Misc,DS,DreamCatcher Interactive,0.1
Escape From Monkey Island,2001.0,Adventure,PS2,LucasArts,0.1
Leisure Suit Larry: Box Office Bust,2009.0,Adventure,PS3,Codemasters,0.1
The Wolf Among Us,2014.0,Adventure,PS3,Telltale Games,0.1
Mickey's Speedway USA (weekly JP sales),2000.0,Racing,N64,Nintendo,0.1
Who Wants to Be a Millionaire: 3rd Edition,2010.0,Misc,Wii,Ubisoft,0.1
Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,2006.0,Adventure,PSP,Sony Computer Entertainment,0.1
Miami Law,2009.0,Adventure,DS,Konami Digital Entertainment,0.1
Macross 30: Ginga o Tsunagu Utagoe,2013.0,Shooter,PS3,Namco Bandai Games,0.1
Kidou Senshi Gundam UC,2012.0,Action,PS3,Namco Bandai Games,0.1
Yu-Gi-Oh! 5D's Wheelie Breakers,2009.0,Racing,Wii,Konami Digital Entertainment,0.1
Nicktoons: MLB,2011.0,Sports,DS,Take-Two Interactive,0.1
Gretzky NHL,2005.0,Sports,PSP,Sony Computer Entertainment,0.1
Corvette Evolution GT,2008.0,Racing,DS,Black Bean Games,0.1
May's Mystery: Forbidden Memories,2011.0,Puzzle,DS,Mastertronic,0.1
PictoImage,2007.0,Puzzle,DS,Sega,0.1
Etrian Odyssey II: Heroes of Lagaard,2014.0,Role-Playing,3DS,Atlus,0.1
Ridge Racer 2,2006.0,Racing,PSP,Sony Computer Entertainment,0.1
Momotarou Dentetsu 16,2007.0,Misc,Wii,Hudson Soft,0.1
Igor: The Game,2008.0,Adventure,Wii,CDV Software Entertainment,0.1
Dropship: United Peace Force,2002.0,Simulation,PS2,Sony Computer Entertainment,0.1
Road Rash: Jailbreak,2003.0,Racing,GBA,Zoo Digital Publishing,0.1
Rome: Total War,2004.0,Strategy,PC,Activision,0.1
Green Lantern: Rise of the Manhunters,2011.0,Action,Wii,Warner Bros. Interactive Entertainment,0.1
Castlevania: Lords of Shadow 2,2014.0,Action,X360,Konami Digital Entertainment,0.1
Lucha Libre AAA: Heroes del Ring,2010.0,Fighting,PS3,Konami Digital Entertainment,0.1
Syberia,2003.0,Action,XB,Microids,0.1
G1 Jockey 3,2002.0,Sports,PS2,THQ,0.1
Shrek: Forever After,2010.0,Platform,X360,Activision,0.1
Revolution X,1995.0,Shooter,PS,Acclaim Entertainment,0.1
Myst,2007.0,Adventure,DS,Midway Games,0.1
Little Battlers eXperience W,2013.0,Role-Playing,3DS,Level 5,0.1
Riviera: The Promised Land,2004.0,Role-Playing,GBA,Sting,0.1
Risen 3: Titan Lords,2014.0,Role-Playing,PS3,Deep Silver,0.1
Top Gun: Combat Zones,2004.0,Simulation,GBA,Mastiff,0.1
Bujingai: The Forsaken City,2003.0,Fighting,PS2,505 Games,0.1
Doko Demo Issho,2004.0,Misc,PSP,Sony Computer Entertainment,0.1
Alvin and the Chipmunks: The Squeakquel,2009.0,Misc,Wii,Majesco Entertainment,0.1
The Story of Noah's Ark,2010.0,Action,DS,SouthPeak Games,0.1
Brooktown High: Senior Year,2007.0,Simulation,PSP,Konami Digital Entertainment,0.1
Astro Boy: The Video Game,2009.0,Action,DS,D3Publisher,0.1
Zombie Army Trilogy,2015.0,Shooter,XOne,Rebellion Developments,0.1
Beyond Good & Evil,2003.0,Adventure,XB,Ubisoft,0.1
Blitz: The League II,2008.0,Sports,X360,Midway Games,0.1
Death By Degrees,2005.0,Action,PS2,Sony Computer Entertainment,0.1
Vandal Hearts II,1999.0,Strategy,PS,Konami Digital Entertainment,0.1
Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,1995.0,Fighting,PS,Atlus,0.1
Samurai Warriors Chronicles 2nd,2012.0,Action,3DS,Ubisoft Annecy,0.1
Medal of Honor: Vanguard,2007.0,Shooter,Wii,Electronic Arts,0.1
Toaru Majutsu no Index,2011.0,Adventure,PSP,Kadokawa Shoten,0.1
Dora's Cooking Club,2010.0,Misc,DS,Take-Two Interactive,0.1
ESA Game Pack,2010.0,Misc,PS3,Sony Computer Entertainment,0.1
America's Next Top Model,2008.0,Action,DS,Eidos Interactive,0.1
God Eater 2: Rage Burst,2015.0,Role-Playing,PS4,Namco Bandai Games,0.1
Uta no Prince-Sama: Music,2011.0,Misc,PSP,Broccoli,0.1
